SK_CARD_002_CONCEPT_TXT	全英靈發動
SK_CS_CARD_003_CONCEPT_TXT	卡農裝備后可發動
SK_SNI_LEG_SNIPE_CONCEPT_TXT	拉貝爾裝備后可發動
SK_SNI_HEAD_SNIPE_CONCEPT_TXT	拉貝爾裝備后可發動
SK_SNI_PIERCING_SNIPE_CONCEPT_TXT	拉貝爾裝備后可發動
SK_SNI_A_MATERIAL_BURST_CONCEPT_TXT	拉貝爾裝備后可發動
SK_CANON_CARD_001_SKILL1_CONCEPT_TXT	卡農裝備后可發動
SK_CANON_CARD_001_SKILL2_CONCEPT_TXT	卡農裝備后可發動
SK_KADA_WEPON_CONCEPT_TXT	卡達諾巴裝備后可發動
SK_HIEN_CARD_001_CONCEPT_TXT	出身地為安比利亞的英靈裝備后可發動
SK_ARMS_SWO_CLOE_CONCEPT_TXT	出身地為安比利亞的英靈裝備后可發動
SK_ARM_STRENGTH_CONCEPT_TXT	全英靈發動
SK_DGN_SKY_HIGH_CONCEPT_TXT	全英靈發動
SK_MAD_SUPPORT_2_CONCEPT_TXT	全英靈發動
SK_CS_CARD_004_CONCEPT_TXT	全英靈發動
SK_PSI_SUPPORT_2_CONCEPT_TXT	全英靈發動
SK_AF_ACCS_BRACELET_02_WA_CONCEPT_TXT	全英靈發動
SK_CS_CARD_005_CONCEPT_TXT	女性英靈裝備后可發動
SK_CS_CARD_006_CONCEPT_TXT	男性英靈裝備后可發動
SK_CS_CARD_007_CONCEPT_TXT	暗屬性英靈裝備后可發動
SK_CS_CARD_008_CONCEPT_TXT	暗黑騎士、上級暗騎裝備后可發動
SK_CS_CARD_009_CONCEPT_TXT	出身地為安比利亞的英靈裝備后可發動
SK_CS_CARD_010_CONCEPT_TXT	緋炎騎士團
SK_CARD_SEIREINOKAGO_CONCEPT_TXT	聖騎士或魔道士的拉貝爾或卡農或梅莉亞裝備后可發動
SK_CARD_OVER_SOUL_CONCEPT_TXT	戰士或魔道士的拉貝爾或卡農或梅莉亞裝備后可發動
SK_CARD_SUPPORT_2_CONCEPT_TXT	忍者或武聖的拉貝爾或卡農或梅莉亞裝備后可發動
SK_AF_ACCS_SQ_BELT_01_5_CONCEPT_TXT	聖騎士或魔道士的拉貝爾或卡農或梅莉亞裝備后可發動
SK_AF_ARMS_TEM_02_5_CONCEPT_TXT	戰士或魔道士的拉貝爾或卡農或梅莉亞裝備后可發動
SK_ARMO_FUNDOSHI_CONCEPT_TXT	忍者或武聖的拉貝爾或卡農或梅莉亞裝備后可發動
	
SK_GS1_ENVYRIA_VETTEL_01_CONCEPT_TXT	緋炎騎士團裝備后PT內的緋炎騎士團能力UP<br>緋炎騎士團英靈：<br>維特爾<br>克羅伊<br>維克塔<br>杰拉德<br>娜塔莉<br>達爾達尼央<br>※世界樹聯動ver的克羅伊不在其列
SK_GS1_ENVYRIA_CLOE_01_CONCEPT_TXT	緋炎騎士團裝備后PT內的緋炎騎士團能力UP<br>緋炎騎士團英靈：<br>維特爾<br>克羅伊<br>維克塔<br>杰拉德<br>娜塔莉<br>達爾達尼央<br>※世界樹聯動ver的克羅伊不在其列
SK_GS1_ENVYRIA_FAIRLILY_01_CONCEPT_TXT	安比利亞出身的英靈裝備后PT內的安比利亞英靈能力UP
SK_GS1_ENVYRIA_SHAYNA_01_CONCEPT_TXT	安比利亞出身的英靈裝備后PT內的安比利亞英靈能力UP
SK_GS1_ENVYRIA_LGDSAG_01_CONCEPT_TXT	安比利亞出身的英靈裝備后PT內的安比利亞英靈能力UP
SK_GS1_ENVYRIA_ELIZABETH_01_CONCEPT_TXT	安比利亞出身的英靈裝備后PT內的安比利亞英靈能力UP
SK_GS1_ENVYRIA_MONZOTM_01_CONCEPT_TXT	聖教騎士團裝備后PT內的聖教騎士團能力UP<br>聖教騎士團英靈：<br>卡農<br>卡達諾巴<br>神樂<br>庫達恩修坦<br>賽達<br>蒙澤因<br>扎因<br>歐提瑪<br>亞烏拉斯<br>巴西尼
SK_GS1_ENVYRIA_MARGARET_01_CONCEPT_TXT	安比利亞出身的英靈裝備后PT內的安比利亞英靈能力UP
SK_GS1_ENVYRIA_DARTAGNAN_01_CONCEPT_TXT	緋炎騎士團裝備后PT內的緋炎騎士團能力UP<br>緋炎騎士團英靈：<br>維特爾<br>克羅伊<br>維克塔<br>杰拉德<br>娜塔莉<br>達爾達尼央<br>※世界樹聯動ver的克羅伊不在其列
SK_WA_01_ENVYRIA_VETTEL_01_CONCEPT_TXT	安比利亞出身英靈或者莉爾·烏洛波洛斯「大陸觀測者」可以使用
SK_WA_02_ENVYRIA_VETTEL_01_CONCEPT_TXT	全英靈可使用
SK_WA_01_ENVYRIA_CLOE_01_CONCEPT_TXT	安比利亞出身英靈或者莉爾·烏洛波洛斯「大陸觀測者」可以使用
SK_WA_02_ENVYRIA_CLOE_01_CONCEPT_TXT	全英靈可使用
SK_WA_01_SLOTH_FIONA_01_CONCEPT_TXT	斯洛斯修坦出身英靈或者莉爾·烏洛波洛斯「大陸觀測者」可以使用
SK_GS1_SLOTH_FIONA_01_CONCEPT_TXT	斯洛斯修坦出身的英靈裝備后PT內的斯洛斯修坦英靈能力UP
SK_GS1_DISGAEA_01_CONCEPT_TXT	魔界戰記聯動英靈裝備后PT內的魔界戰記聯動英靈能力UP
SK_GS2_ENVYRIA_VETTEL_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>維特爾<br>杰拉德<br>娜塔莉
SK_GS2_ENVYRIA_CLOE_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>克羅伊<br>※世界樹聯動ver的克羅伊不在其列
SK_GS2_ENVYRIA_FAIRLILY_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>菲爾莉莉<br>克莉瑪<br>艾瑪
SK_GS2_ENVYRIA_SHAYNA_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>雪娜<br>鈴鹿
SK_GS2_ENVYRIA_LGDSAG_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>洛基<br>迪歐斯
SK_GS2_ENVYRIA_ELIZABETH_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>伊麗莎白<br>戴賽爾<br>瑪麗安娜
SK_GS2_ENVYRIA_MONZOTM_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>蒙澤因<br>歐提瑪
SK_GS2_ENVYRIA_MARGARET_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>瑪格麗特<br>伊麗莎白
SK_GS2_ENVYRIA_DARTAGNAN_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>達爾達尼央
SK_GS1_LETTER_01_CONCEPT_TXT	裝備后PT內全英靈的能力UP
SK_GS1_LETTER_02_CONCEPT_TXT	裝備后PT內全英靈的能力UP
SK_GS2_SLOTH_FIONA_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>菲奧娜<br>艾德加<br>貝洛斯
SK_GS2_ENVYRIA_RUNBELL_01_CONCEPT_TXT	安比利亞出身的英靈裝備后PT內的安比利亞英靈能力UP
SK_GS1_ENVYRIA_RUNBELL_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>拉貝爾
SK_GS1_ENVYRIA_DECEL_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>戴賽爾
SK_GS1_ENVYRIA_ALFRED_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>阿爾弗雷德<br>雪娜
